participantnumbers,Infantage,sex,priorexpt,angry_dt_infancy,fearful_dt_infancy,happy_dt_infancy,nonface_dt_infancy,angry_dtntrial_infancy,fearful_dtntrial_infancy,happy_dtntrial_infancy,nonface_dtntrial_infancy,dtntrial_infancy_min,angry_dt_3yr,fearful_dt_3yr,happy_dt_3yr,nonface_dt_3yr,angry_dtntrial_3yr,fearful_dtntrial_3yr,happy_dtntrial_3yr,nonface_dtntrial_3yr,dtntrial_3yr_min,AngryHappy_dt_ratio_3yr,FearfulHappy_dt_ratio_3yr,AngryHappy_sl_ratio_3yr,FearfulHappy_sl_ratio_3yr,AngryHappy_dt_ratio_infancy,FearfulHappy_dt_ratio_infancy,AngryHappy_sl_ratio_infancy,FearfulHappy_sl_ratio_infancy,DifferentERPscores,AngryHappy_P400amp_ratio_infancy,FearHappy_P400amp_ratio_infancy,AngryHappy_P400lat_ratio_infancy,FearHappy_P400lat_ratio_infancy,AngryHappy_Ncamp_ratio_infancy,FearHappy_Ncamp_ratio_infancy,AngryHappy_N290lat_ratio_infancy,FearHappy_N290lat_ratio_infancy,AngryHappy_N290amp_ratio_infancy,FearHappy_N290amp_ratio_infancy,AngryHappy_P400amp_ratio_3yr,FearHappy_P400amp_ratio_3yr,AngryHappy_P400lat_ratio_3yr,FearHappy_P400lat_ratio_3yr,AngryHappy_Ncamp_ratio_3yr,FearHappy_Ncamp_ratio_3yr,AngryHappy_N290lat_ratio_3yr,FearHappy_N290lat_ratio_3yr,AngryHappy_N290amp_ratio_3yr,FearHappy_N290amp_ratio_3yr
347,7,0,1, , , , , , , , ,0,.22523,.17616,.18406,.29864,4,3,5,4,3,.10058882454983,-.0219310421409139,.0540168860069511,-.0110691367393061, , ,-.0415733414371523, , ,.025800193986421,-.00328635214911445,-.134615384615385,-.145631067961165,.164682487767864,-.289247854618879,.141818181818182,.0745098039215686,-.281063575933186,-.0234669329581045,-.017106596074084,-.0792820200790994,-.0358883473637572,-.0418894830659537,-.172895229525565,-.271791643717051,-.00892857142857143,-.0134529147982063,.0524856793251686,-.0762853628536286
348,7,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.060675444724199,-.0633626848836438, , , , , , , , , , , , , , , , , , , , , 
349,12,1,1, , , , , , , , ,0,.790429,.64331,.22847,.37606,3,6,6,5,3,.551535530018186,.475853999862351,.360818420724476,.297823628923963, , , , , , , , , , , , , , , , , , , , , , , , , 
350,12,1,1, , , , , , , , ,0,.705609,.31335,.30158,.62185,2,3,5,4,2,.401145167391622,.0191403899630852,.102883384112686,.0121634396180223, , ,.119813033828771,.0831552768923605, , , , , , , , , , , ,-.423735872934505,-.301621241633837,.00387763894872902,.0410618000829532,-.492518467074942,-.0242412426073958,.120553359683794,-.0385064177362894,-.110511985478618,-.00103467359657361
351,7,0,1, , , , , , , , ,0,.378639,.39684,.166449,.55827,3,4,4,6,3,.389276593871081,.40901029489303,.236290630549313,.0410160998728395, , ,.22018663502368,.106663837673321, , , , , , , , , , , , , , , , , , , , , 
352,12,0,1,.3772905,.377215,.529246,.360508,4,4,5,5,4, , , , , , , , ,0, , , , ,-.167622042796953,-.167719295148936,-.0618993879112472,-.062046160740462, ,.0732463769209583,.016740991009023,-.0194075587334014,-.0173292558613659,.180439149407772,.102287527977643,-.0129310344827586,-.00642398286937901,-.309684251058914,.0258484891880281, , , , , , , , , , 
353,7,0,1, , , , , , , , ,0,.46686,.19588,.23496,.3251,6,3,5,5,3,.330426605112422,-.0907065267848853,.219856755867164,-.049863566068801, , ,-.0204871732161088, , , , , , , , , , , , , , , , , , , , , , 
354,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , ,-.00886183373045671,.0566178827048392,.00923411189570887,-.00662251655629141,-.131225677661018,.0383357644748257,-.020979020979021,-.0162412993039443,-.014352338413032,.0839932378325474, , , , , , , , , , 
355,7,1,1,.661545,.404991666666667,.6125475,.326413333333333,4,6,4,3,4, , , , , , , , ,0, , , , ,.0384567839462206,-.203978225244401,.108746568989936,.0704772377553392, ,.16192029313764,.131676383775384,-.0104297037964122,-.0599562363238512,.354182794034164,.343441762854145,0,-.00869565217391304,.0764851266660782,.186478238049881, , , , , , , , , , 
356,7,1,1, , , , , , , , ,0,.78373,.63055,.466959,.68279,6,6,6,6,6,.253277193610882,.149056636437606,.261472426199844,-.101867838643855, , , ,1.73216172180509E-07, , , , , , , , , , , ,-.234207363219516,.104512322484092,.02099533437014,-.0294358135731807,-.307171071646488,-.0478568670356546,.036697247706422,.0129259694477086,-.0165373448562745,-.00603239682753067
357,7,0,1, , , , , , , , ,0,.818509,.37879,.53573,.71531,4,6,3,6,3,.208810261704175,-.171609150155273,-.0317506431772641,-.0538323678589686, , ,.448252014676285,.272839900341926, , , , , , , , , , , ,.295200659354593,.0220885123901512,.0890471950133571,-.00589970501474928,.280563947633434,-.0343130157810917,-.0191897654584222,.0599803343166175,.0298476879994537,-.0333187836461515
358,7,0,1, , , , , , , , ,0,.40166,.323129,.529179,.44424,6,6,6,6,6,-.136993615437256,-.241755327886163,-.0126899328525784,.0302649035784067, , ,-.0707736547656153,.131139502900082, ,-.00925657814849764,-.109434039756859,.00303951367781152,-.0347003154574133,-.118115717821782,-.35264118280073,-.004149377593361,0,.0938584153774027,.187466718982091,.236694828194238,.251747305767236,-.0427263479145473,-.0632780082987552,.449219467401285,.61938001713361,-.00334448160535117,-.0204081632653061,-.0381841323716589,-.0352752410754199
359,7,1,1, , , , , , , , ,0,1,.41641,.52902,.74497,4,4,2,3,2,.308027363932453,-.119109823043483, ,-.278251338490833, , ,.10056418303165,.0499299388249986, ,.30042928134844,.352321291849377,.0487551867219917,.0387840670859538,.311380647711272,.240384222358471,.0284552845528455,.0497017892644135,.151054451394938,.032399747300021,.173056600904702,.0179841825863999,-.0764087870105062,-.032051282051282,.246740426932094,.142000468493792,-.0210772833723653,.0332594235033259,-.247558576900514,.0203368244204479
360,7,0,1, , , , , , , , ,0,.31336,.45445,.4897,.55232,5,5,3,5,3,-.219585087042064,-.0373351691998094,-.152536939373194,-.0271715252530273, , ,-.31809045020408,-.348889562318715, , , , , , , , , , , ,.253022797485885,.0711594982820714,.0129005409904287,-.0175890175890176,.269181881211001,.20605081048849,.00574052812858783,.0136674259681093,.0179820992676973,-.0340462446317457
361,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , ,.0336783700742773,.0486553159622033,-.0610997963340122,.019755409219191,.106134532098021,.179911477718539,-.0526315789473684,-.0504201680672269,.0853702907419045,.0330116100153867, , , , , , , , , , 
362,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , ,-.0723554733626145,.0360177701894402,-.00436681222707422,.0495867768595041,-.00696687813801426,.102897068257078,.0224948875255624,0,-.159145259584973,-.274172690848191, , , , , , , , , , 
363,7,0,1, , , , , , , , ,0,.49636,.587879,.333009,.4459,3,5,5,4,3,.196958169403486,.27676546985084,.138161148951299,.200079057078102, , , , , ,.306263448090371,.0264449162538334,-.00367454068241464,-.0068457082675092,.249943509207999,.0241616903996326,.04296875,-.0144927536231884,.136201255969616,.0152612852059845,-.517530844916445,.225618138710127,.0646641635377555,.0595637583892618,-.283048211508554,.283659846963695,.112214498510427,-.00111982082866741,-.0517523937873834,.0557746310569397
364,12,1,1, , , , , , , , ,0,.274339,.16311,.086,.2252,5,6,5,6,5,.522671706365395,.309541969411104,.0129163533418853,.127962640926943, , ,-.0429374548904923, , ,-.0481931132410365,.0225756051056618,-.0068457082675092,-.00314795383001046,-.144383077231549,-.0505337840099059,.0737704918032787,.0321199143468951,.153087940859387,.14362468366751, , , , , , , , , , 
365,7,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , ,.0102547983419445,-.104483174394388,-.00810081008100809,-.00583744948361023,.285690292240511,-.850471356055113,-.00187617260787992,-.00945179584120983,.1559203759353,.166112096276076, , , , , , , , , , 
366,12,1,1,.35912,.460495,.548656,.238256666666667,3,6,5,6,3,.323139,.25461,.352559,.64019,6,5,5,6,5,-.0435401614330663,-.16132081842123,-.0286016683820478,-.102014598983774,-.208791596164693,-.0873615544155433,-.0668214275099186,-.0729181644947966, ,.127558250026395,-.0253526645768025,.0314270994332818,.0422822210901681,.120174128562804,.00250373759389021,-.0101419878296146,-.0732758620689655,-.0210620145167451,.125678770035983,.111732399591035,.17241437446787,-.0370370370370371,-.00419189566837444,.237862437647807,.205263703243187,.004739336492891,.0163934426229508,.00675251596147606,.102082742293658
367,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.117724905392396,.00831537949448708, , , , , , , , , , , , , , , , , , , , , 
368,12,1,1, , , , , , , , ,0,.485949,.67286,.39166,.34877,5,6,4,5,4,.107438506214043,.264156615188066,-.0310523637933512,.0938162410227463, , ,-.200027020738417,-.0212906217781406, ,-.195989288160927,-.125636387995713,.0542141230068337,-.0453172205438067,-.00907636608571179,-.142454053229619,.0153846153846154,.0239651416122004,-.0104571257842844,-.0320021360186139,.146644494141484,.130049299479725,-.0472260430994956,-.0251346499102334,.216567741935484,.161172667237711,-.111336032388664,-.154574132492114,.0183886823523541,.0647924375807231
369,5,1,1, , , , , , , , ,0,.522639,.391859,.43445,.47364,3,6,6,6,3,.0921429459538245,-.0515436719193425,.167745785469193,.152991691769507, , ,.0795870112715258,-.120321928659896, , , , , , , , , , , ,-.0176403318815542,-.200166434710246,-.021355617455896,-.0189902732746642,-.0856413387356386,-.271864230444112,.124744376278119,-.0118203309692671,-.107169564404562,.119956906159447
370,7,1,1,.475215,.535678333333333,.4605375,.319903333333333,4,6,4,3,4,.480169,.372309,.24478,.29048,6,6,4,6,4,.324697323535863,.206662248071186,-.0299698324062521,.00236536313736395,.0156852372822942,.0754262588679328,.0209530503835103,.0243310471573231, , , , , , , , , , , ,.0442916328535429,.323558753287584,.0708938793483047,.074967119684349,-.150399156499473,-.00186928147443677,.0742115027829314,-.0765911542610572,.174296714723323,.275321568192189
371,7,0,1, , , , , , , , ,0,.35918,.48612,.20884,.12136,6,5,6,5,5,.264673779092286,.398986992057097,.0279786714976132,-.0926010532297885, , ,-.272618523979843,.135688605887193, , , , , , , , , , , ,.167530187775945,-.00885754438442009,.0188679245283018,.0478873239436619,.352916429508278,.232002819631686,-.00574052812858783,-.00689655172413793,-.0996354994620807,-.0044736494712293
372,7,1,1,.470418333333333,.556678,.640343333333333,.858724,6,5,6,5,5, , , , , , , , ,0, , , , ,-.152980612402601,-.0698946050529871,-.0894360411252459,-.0218585967333927, , , , , , , , , , , , , , , , , , , , , 
373,7,0,1,.356006666666667,.535706666666667,.437501666666667,.2311944,6,6,6,5,6, , , , , , , , ,0, , , , ,-.102702135033239,.10090850708567,-.206644773144007,-.122434123950951, ,-.0804007019841969,-.0143960895616525,-.0531972058033316,-.00358422939068102,-.01898146762073,-.0657752587327186,.00380228136882129,-.0194552529182879,.0673347100443481,.278493609888959, , , , , , , , , , 
374,7,0,1,.3821425,.2468844,.372106666666667,.1291774,4,5,3,5,3,.21209,.28593,.20888,.35249,6,5,6,5,5,.0076252464546167,.155716335563145,.00415018245692442,.0908840607827349,.0133057267768499,-.202300604015179,-.217386707074842,-.400049962183071, , , , , , , , , , , ,-.021844947275523,.0308239273756514,.000457665903890134,.0197486535008976,-.137541007687411,-.0555441968240987,-.0272108843537415,.00110253583241455,-.0160230503703843,.0453018335179957
375,5,0,1, , , , , , , , ,0,.436049,.32804,.129209,.53881,4,4,5,6,4,.542831768855991,.434841847658497,.162765878947604,.24540411814248, , ,.0283524637460189,-.276641646321746, ,.0455201487577786,.0182762215793362,.00739957716701898,.0992805755395683,.0698460970029416,.0781905754443286,-.0169491525423729,.0145985401459854,.278976198555432,.363434049473594, , , , , , , , , , 
376,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , ,-.036688238108428,-.11858788581365,-.150306748466258,-.0943579766536965,-.220740455442685,-.206451919874388,.031055900621118,.0209205020920502,.139628701237663,.138532128080943, , , , , , , , , , 
377,5,0,1,.395642,.277453833333333,.297686,.2898968,5,6,5,5,5,.62729,.43102,.623859,.94089,6,6,6,6,6,.00274227929687029,-.182806748451718,-.173688353044121,-.107213045871706,.141283779105993,-.0351778219731491,.0936257842703573,-.0217997042599623, ,.229413898533451,.187520489563982,.0250591016548464,.0110311750599521,.248369138943623,.0874250940679147,.0152284263959391,-.00344827586206897,.00890258517377162,-.0973107451723729,-.0561507368153028,.0347940918107936,.0315893385982231,.039177277179236,.0445796107816221,-.0378132568830013,.0158343483556638,.0158343483556638,.201292961943483,-.00751783893985735
378,5,0,1,.519321666666667,.271062,.483303666666667,.42618225,6,6,6,4,6,.37212,.49963,.53247,.60397,6,6,6,6,6,-.177262627267602,-.0318186222265284,.071701618779669,.095931191327312,.0359236883435355,-.281351174960684,.0373850815844174,-.296782151817903, , , , , , , , , , , ,.196209233375688,-.0368359498382293,.128807658833768,.000998003992015982,.307944820781389,-.0426827525086481,-.00542888165038002,-.0131291028446389,.0300339303873299,.0594013005018453
379,5,0,1, , , , , , , , ,0,.95989, ,.509199, ,1,0,1,0,0,.306782638764568, ,.247357673365619, , , , , , , , , , , , , , , , ,.149350321047576,.159212433161761,.0103837471783296,.0343612334801763,.23763353460288,.322830178948997,.05,.0357554786620531,-.138515258071655,-.214282904312934
380,5,1,1, , , , , , , , ,0,.85275,.59769,.63504,.5585,6,6,5,4,5,.146331135442502,-.0302986055340585,.127807521348598,.0042060988433228, , ,.0289994933476523,.161894596053908, , , , , , , , , , , ,-.0459818308874912,-.0961333617383894,-.0524874486535828,.0443431413178616,-.0300853842290306,-.0307066036787617,-.00742311770943796,.0374873353596758,-.0673958114239357,.0202032738957153
381,5,1,1, , , , , , , , ,0,.50943,.32967,.21535,.38799,5,6,5,5,5,.405750710560446,.209753770503835,.179506781049203,.12732017402558, , ,-.0344526914696,-.063740699281159, ,-.170350470142875,-.267982902503562,-.0027272727272727,-.0114626318202659,-.243055491404237,-.269932049830125,.0155642023346304,-.00596421471172962,-.15616923872111,.124860272747597,.0879477273811226,.105105526697553,-.0345849802371542,-.0480480480480481,.129269435222713,.204110507111475,-.0568295114656032,-.0114503816793893,.70773946031678,.355180403839788
382,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.12635449407179,.0132828748980612, , , , , , , , , , , , , , , , , , , , , 
383,5,0,1, , , , , , , , ,0,.24282,.215379,.15009,.38841,5,4,6,6,4,.236008246163244,.178644426750285,.124323253424803,.0908798522752265, , ,-.149973924549024,-.029880804816206, ,.0555936073059361,-.0287497823870278,-.0492730210016155,-.0691358024691359,.0539016552476808,-.0651739850162978,-.0371747211895911,.0295652173913043,-.454184641932701,-.0378398349702885,.000282450768831037,.15074093980344,.0308093994778068,.0825506673257538,.220941149960566,.276733726160176,.0227790432801822,-.0300120048019208,.0540985458594923,.0588679245283019
384,5,0,1, , , , , , , , ,0,.42607,.54873,.561529,.35716,4,5,3,4,3,-.137159920170028,-.0115279407777824,-.101050468233597,-.00874741663605977, , ,.0679638929613427,-.0745893367070694, ,.039387058982095,-.144484108847907,.110903135236313,.102927289896128,-.0254757259592275,-.0812551240962957,.0612959719789842,.0411449016100179,-.210259375082122,.187330157049585, , , , , , , , , , 
385,5,1,1,.556514,.594481666666667,.4555875,.20075,5,6,4,4,4, , , , , , , , ,0, , , , ,.099719741547661,.132271445611123,.159905382157509,.115441839453389, , , , , , , , , , , , , , , , , , , , , 
386,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
387,5,0,1, , , , , , , , ,0,.862349,.43085,.796969,1,2,3,3,2,2,.0394017301083939,-.298186459079066,.0164982577206592,-.178873126076063, , ,-.0340745058739875,-.133608415028695, ,-.157322970257679,.0420717888734557,.0131634819532908,-.0951932139491046,-.0869593095577014,-.0971600176042666,-.0923694779116466,0,.489685814027293,.50784298722167,-.545796030801978,-.20551222429724,.0199676200755532,-.00553709856035437,-.582150101419878,.249061326658323,.0253718285214348,-.030527289546716,.260203743816271,.231535612171709
388,5,1,1, , , , , , , , ,0,.443919,.31991, , ,3,3,0,0,0, , , , , , ,-.0497614391941967,.0645110752063766, ,.241882247222078,.294943910513966,.00369003690036902,.00526315789473684,.205442756689294,.0462584039754458,.0482529118136439,-.00527240773286467,.0254750945631864,.222088835534214,-.217777122443919,-.0171582759991266,.0317385125532923,.00968992248062015,-.105673056380975,-.0405775909340158,.00743889479277365,-.057757644394111,-.045814752748033,.0876427881160642
389,5,1,1, , , , , , , , ,0,.493099,.453909,.46632,.63026,6,6,5,6,5,.0279116840504514,-.0134868603358512,.0545899205170757,.0114435410760895, , ,-.258665705933284,-.25871803108656, ,.189153610642945,-.220114649299199,-.0448548812664908,.0168818272095333,.378818823929878,-.230218252296284,.00401606425702811,.0139165009940358,-.0386959485982273,.0827723350300112, , , , , , , , , , 
390,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.0424215826717707,-.0102253241182777, , , , , , , , , , , , , , , , , , , , , 
391,5,1,1,.2055895,.1996924,.1527666,.1565816,4,5,5,5,4,.47692,.24151,.501789,.31352,3,6,5,5,3,-.0254100044037605,-.350167294722581,.0619611996814147,.0940435106744311,.147403378929506,.13313832247155,.0742652616675736,.0665273272856573, , , , , , , , , , , ,-.173169186204399,-.207228466745327,.0111788617886179,.019647355163728,-.0747201689545935,-.187141324126347,.0213270142180095,.0236406619385343,-.00937240479297658,-.0690456744361374
392,5,0,1,1,1,1,1,6,6,6,5,6,.42763,.43413,.329689,.7677,6,6,6,6,6,.129325951151364,.136735273670857,.0882178164105746,.093521693556458,0,0, , , ,.0136493725691642,.0510449025698956,.0592964824120604,.0526315789473685,-.0518985509577189,.111089970100571,.0617283950617284,.00560747663551402,-.351209559895074,.488864388092613,-.00340619902120724,-.144886532848889,-.0135208220659816,-.0151679306608884,.076547667743346,.0109226051093016,-.01,.00858895705521472,-.0358685382642733,.0450133764698563
393,5,1,1, , , , , , , , ,0,.33948,.22703,.584829,.39515,6,5,6,6,5,-.265440453354885,-.440715690778818,.196997625574415,.0765359146213805, , ,.0414870712484104,.204565247284228, , , , , , , , , , , ,.0708309525753,.173329702251271,.0216658642272508,-.03199593702387,-.199478160515818,-.0300993256199771,.00956937799043062,.108719052744887,.17448545565025,-.367629028302983
394,5,0,1,.519376666666667,.7566826,.282032,.365745833333333,6,5,5,6,5,.601029,.27093,.37608,.12723,3,6,5,6,3,.230218941796668,-.162516808086428,.0225301536308605,-.105153808079302,.296159346084769,.456959592172864,-.00324557980244384,.106823413365944, ,.211356387654135,-.903673617846751,.0224438902743142,.0363815142576205,.47525785143122,.683754714345579,.0112721417069243,.016025641025641,-.180841490514407,.0170004586454671,.00603516137496724,.0119979134063641,.085589519650655,.0178236397748593,.0888878736656159,.0479297285255084,.00792751981879955,.00792751981879955,.125193901848613,.15196444648775
395,5,1,1, , , , , , , , ,0,.501659,.326419,.28069,.26927,5,6,6,4,5,.282443001780535,.0753225532812065,.0953607644421537,.0476240660268886, , ,.0714608501308049,.108564312966119, ,.301791668340497,.139712296983759,.00623501199040773,.0362790697674419,.404421100231316,.332176219357607,-.00187617260787992,-.0037593984962406,-.126914139307633,-.00406126403525077,.149335992219089,.0790463576158941,.0705521472392638,.0252010723860589,.154009550189474,.149267759189323,-.0276243093922652,-.00431965442764579,.370528469625344,.304271538026631
396,5,0,1,.14194975,.0821442,.045562,.156632333333333,4,5,3,3,3,.68288,.41538,.20562,.76132,6,5,2,6,2,.537152504220596,.337777777777778,.173248184212911,.076845609397915,.514035787090676,.286455943407603,.178347877024523,.0761103345169493, , , , , , , , , , , , , , , , , , , , , 
397,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.0096568640138111,-.0150161803017037, , , , , , , , , , , , , , , , , , , , , 
398,5,0,1, , , , , , , , ,0,.71714,.442649,.74473,.53881,5,5,5,6,5,-.0188730872102171,-.254409923032157,.0456660791715399,-.0962636308105304, , ,-.000105237857825643,.452082391426307, , , , , , , , , , , , , , , , , , , , , 
400,5,0,1,.368963333333333,.6320225,.47394,.1419205,6,4,5,4,4,.297669,.35591,.148749,.46031,5,6,5,6,5,.333588699380401,.410496989055976,.186304432740341,.107505184288836,-.124541762400592,.142936582388643,-.216132893177623,.0265105726216774, ,.123755377071865,-.0716808515856859,-.0486215538847117,.0499545867393279,.0116415624202195,-.202260799354057,.0223048327137546,.00941619585687382,.109341297494608,.161675711552727, , , , , , , , , , 
401,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
402,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , ,.291197578313663,.108794662903329,.0164917541229385,.0213823968175037,.0126570848069833,-.0313310590935529,-.0130841121495327,-.0383141762452107,.0264785675529028,-.188999337309476, , , , , , , , , , 
403,5,0,1, , , , , , , , ,0,.360379,.46631,.293779,.58125,5,5,4,6,4,.101810266021359,.22698789220736,.06613740543622,.0399230228241362, , , , , , , , , , , , , , , ,.0356010700354715,.179251622220662,-.0282431785543322,.0685169124024284,.220730397422127,.148501939816777,-.0847457627118644,-.052415210688592,.142694345786405,.162000594088816
404,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.384651338295818,-.255845497023633, ,-.0147149071965306,-.555634538992264,.0743310208126858,.0260688216892596,-.127646636077174,-.528942190574346,.0307414104882459,.0342342342342342,.241343104932698,-.29593227634694, , , , , , , , , , 
405,5,0,1, , , , , , , , ,0,.803679,.874229,.571949,.37226,5,5,5,5,5,.168453971567895,.209019913178046,-.0437461171618145,.0705596000411717, , , , , ,-.0387528987374387,.203469532917095,.0631067961165049,-.131964809384164,.591077607513594,.683318977892621,0,-.0273752012882448,-.0976651073478643,-.667463149728472, , , , , , , , , , 
406,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.123280663278336,-.166065673623637, , , , , , , , , , , , , , , , , , , , , 
407,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
408,5,0,1,.239888,.185995,.244767,.1566468,4,4,4,5,4,.67627,.67815,.31025,.25792,6,5,6,6,5,.371021368041195,.372217725617159,.20533468935283,.294575082213751,-.0100669548441675,-.136437290197371,-.00582309794204096,-.0749956165739142, , , , , , , , , , , , , , , , , , , , , 
409,5,1,1, , , , , , , , ,0,.95569,1,.84792,.70543,4,2,4,4,2,.059752385493538,.0822979349755401,.275047287357012, , , ,.215388963966669,.028448093938245, ,-.0133580555443588,-.0118897162406922,.00964630225080384,.0164981373070782,-.0149322306455318,.0289398490731922,.0138888888888889,.1125,-.149359654131658,.00599647266313933, , , , , , , , , , 
411,5,0,1, , , , , , , , ,0,.623839,.57457,.15659,.39516,6,6,6,6,6,.598707890147598,.571666940204606,.295330725982346,.385556941844625, , , , , ,.0830357960267327,.192502267459438,-.0704826997009825,-.114768683274021,.683691863958659,.867592313109971,-.00546448087431694,-.0072992700729927,.067973128751441,-.109418249781163, , , , , , , , , , 
412,5,1,1,.18277,.57807,.221931,.44429,3,4,6,3,3,1,.846859,.86255,.36575,6,5,6,6,5,.0737966765992859,-.0091791958507297, ,.0189262006715909,-.0967652662088802,.445173193533508,-.0516856472891491,.212876626232255, ,.239636951908734,.179258654511231,.00154241645244222,.023138832997988,.163672388500448,.194738966137139,-.00587084148727984,-.03420523138833,-.786264891380519,-.215256257449344, , , , , , , , , , 
413,5,1,1,.53575,.38535,.2055875,.4651825,3,6,4,4,3, , , , , , , , ,0, , , , ,.445360581381625,.304198836594395,.113716228239191,.0692309698595398, ,-.119556365610579,-.511070014131933,-.0179763739085773,-.0190231362467866,-.170196304226569,-.297579856746673,-.102459016393443,-.0717131474103586,-.360822944817365,.121157527305484, , , , , , , , , , 
414,5,1,1,.195824,.130505,.14876,.0782626666666667,6,3,5,3,3,.36451,.12392,.25067,.79376,5,3,5,2,3,.185051529633603,-.338369951146587,-.0556413936356668,-.174218328420353,.13658208158243,-.065368019622939,.0674760245438507,-.0288727020051693, , , , , , , , , , , , , , , , , , , , , 
415,5,0,1, , , , , , , , ,0,.17615,.16968,.18794,.18597,5,6,5,6,5,-.0323821033261007,-.0510597841284045,-.0164438008249137,-.0256923183652019, , , ,.0366254031522894, , , , , , , , , , , ,.321115577638511,.0217899672610839,.0366925064599483,.0581101566447701,.61848963762979,.328932409139252,.0148305084745763,.0189873417721519,.297986249389488,.155257179669752
416,7,1,1, , , , , , , , ,0,.578309,.505669,.793969,.77761,6,5,6,6,5,-.157154745612769,-.221831002171374,-.252709201565652,-.225891212954673, , , , , ,.0795224575238797,-.185063791922464,.00601202404809619,-.109619686800895,.0799080054805247,-.0432201509098978,.011441647597254,.027027027027027,-.301557754482218,.035834164927878,.0965493203206692,.12921513459035,.0258620689655172,-.0212381382738364,.114977275998931,.0398465039489537,-.0748031496062992,-.0571151984511133,.199346462030487,.255423011023826
417,7,1,1, , , , , , , , ,0,.227179,.22195,.200699,.26114,5,6,4,3,4,.0618867995082711,.0502804927966232,.0339183750158017,.0274061952599642, , ,-.240246794590447,-.290196188557927, , , , , , , , , , , , , , , , , , , , , 
418,5,1,1, , , , , , , , ,0,.70557,.61721,.499809,.39187,5,6,6,6,5,.170702326820029,.105102061827059,.233430714454092,.254463214910061, , , , , , , , , , , , , , , , , , , , , , , , , 
419,7,1,1,.548758333333333,.595652,.5339925,.474228,6,5,4,5,4,.29046,.3427,.437649,.29365,6,6,6,5,6,-.202152424980326,-.121675045396355,-.0358467889111504,.0171651057240606,.0136373326888843,.0545831011437669,-.0526401148436153,.0945308688349762, ,.0842800998487617,-.0806951666893117,.0116794200563834,-.0429239269018275,-.0697784534104219,-.235771655583384,.03125,.0419426048565121,.405197396550905,-.258038585209003, , , , , , , , , , 
420,7,0,1,.382148,.73848,.19088425,.280746666666667,4,3,4,3,3,.476609,.287179,.568039,.38521,3,3,4,3,3,-.0875223041636991,-.328407493761824,-.0654191446645707,-.232473330833987,.333774844260511,.589215423339127,-.0203980262082939,.0323408369694566, , , , , , , , , , , , , , , , , , , , , 
421,7,0,1,.892098333333333,1,.220295,.20559,6,4,4,4,4,.25067,.24478,.25949,.78888,5,6,4,4,4,-.0172886937431394,-.0291708806790013,-.0102185248008392,-.0171497381658599,.603926069316009,.638947959304922,.142895990677975, , , , , , , , , , , , , , , , , , , , , , 
422,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.0149150293991109,.333309546519707, , , , , , , , , , , ,.170546246249499,-.121499707088459,.0493777599357687,.0746385306760453,.151579600336745,-.160871805753433,.0148760330578512,-.0374238468233246,.0110855766018405,-.319723847224286
423,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.146238045773669,-.0316003611036464, , , , , , , , , , , ,-.191975425887963,-.150042970527274,.0836095764272559,.0692106247661803,-.331876378780694,-.0988263310086749,.164435946462715,.0571736785329018,.102982563715548,-.090764833526111
501,5,0,3, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
502,12,0,3, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
503,12,0,3, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
504,5,1,3, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
505,5,1,3, , , , , , , , ,0,.93779,.92115,1,.79073,6,4,6,6,4,-.032103581915481,-.0410431252114619, , , , , , , , , , , , , , , , , , , , , , , , , , , 
506,5,1,3, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
